listing_id,weekly_rent,bond,bedrooms,bathrooms,car_spaces,property_type_primary,property_type_secondary,address,suburb,state,postcode,lat,lon,orientation_degrees,orientation_cardinal
15304439,520.0,2260.0,3.0,2.0,2.0,House,House,23 Colwood Avenue,Mickleham,VIC,3064.0,-37.5402222,144.9015453,232.10064805178035,SW
15304512,500.0,2173.0,2.0,1.0,2.0,Apartment,Apartment / Unit / Flat,3/60 Grieve Parade,Altona,VIC,3018.0,-37.864473,144.819008,230.07952384952424,SW
15304558,590.0,2564.0,2.0,1.0,1.0,Townhouse/Villa,Townhouse,2/287 Blackshaws Road,Altona North,VIC,3025.0,-37.8325315,144.8577825,230.14720404002486,SW
15304562,510.0,2216.0,1.0,1.0,1.0,House,House,404/338 Kings Way,South Melbourne,VIC,3205.0,-37.8349052,144.9699958,229.66571237675433,SW
15305420,710.0,3086.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,2B1B/20 Lomandra Dr,Clayton South,VIC,3169.0,-37.9299396,145.125903,228.32737315106706,SW
15305421,650.0,2825.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,208/20 Lomandra Dr,Clayton South,VIC,3169.0,-37.9299396,145.125903,228.32737315106706,SW
15306264,530.0,2303.0,3.0,2.0,2.0,Townhouse/Villa,Townhouse,1/47 Alma Ave,Altona Meadows,VIC,3028.0,-37.86962,144.786918,230.17340322382287,SW
15311174,550.0,2390.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,"Level 4, 7/9 Martin Street",Heidelberg,VIC,3084.0,-37.7542773,145.0596693,229.86689123846648,SW
15312318,470.0,2042.0,2.0,1.0,1.0,House,House,16 Maher Street,Fawkner,VIC,3060.0,-37.7039748,144.9621468,230.64212835875432,SW
15312420,495.0,2151.0,4.0,2.0,2.0,House,House,11 Michael Place,Point Cook,VIC,3030.0,-37.9017424,144.7310446,230.17318259120444,SW
15313089,500.0,2173.0,3.0,2.0,2.0,House,House,15 Alderney Street,Tarneit,VIC,3029.0,-37.8216059,144.6705316,230.97564876288862,SW
15313857,460.0,1999.0,3.0,1.0,1.0,House,House,99 Menzies Drive,Sunbury,VIC,3429.0,-37.5675658,144.725531,232.59529530854465,SW
15314629,640.0,2781.0,3.0,2.0,2.0,Townhouse/Villa,Townhouse,2/3 Wales Street,Springvale,VIC,3171.0,-37.9469093,145.1570043,228.07242695760235,SW
15315045,550.0,2390.0,4.0,2.0,2.0,House,House,4 Aldinga Avenue,Point Cook,VIC,3030.0,-37.9157862,144.7873319,229.84846379691615,SW
15318296,600.0,2607.0,3.0,2.0,3.0,House,House,8 Davis Court,Altona Meadows,VIC,3028.0,-37.8782406,144.779128,230.1443153462333,SW
15319184,620.0,2695.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,2.1B/29 Browns Road,Clayton,VIC,3168.0,-37.9243853,145.1270354,228.3615255555448,SW
15322384,550.0,2390.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,408/220 Spencer Street,Melbourne,VIC,3000.0,-37.8154395,144.9529729,229.87571275616364,SW
15326050,870.0,3780.0,3.0,2.0,1.0,Apartment,Apartment / Unit / Flat,611/163 City Road,Southbank,VIC,3006.0,-37.8243289,144.9626463,229.77186360473317,SW
15328464,790.0,3433.0,4.0,1.0,0.0,House,House,255 Wood Street,Preston,VIC,3072.0,-37.73385409999999,145.0072076,230.23665875711168,SW
15336283,530.0,2303.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,604/6 Joseph Road,Footscray,VIC,3011.0,-37.8003267,144.9095584,230.16384866690694,SW
15336314,660.0,2868.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,1102/6 Joseph Road,Footscray,VIC,3011.0,-37.8003267,144.9095584,230.16384866690694,SW
15336463,780.0,3389.0,3.0,2.0,2.0,House,House,8 Dingley Street,Templestowe Lower,VIC,3107.0,-37.7608459,145.1064258,229.6195518350434,SW
15343674,450.0,1955.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,7A Parker Street,Ormond,VIC,3204.0,-37.9035913,145.0488193,228.84531456888476,SW
15344680,575.0,2492.0,4.0,2.0,2.0,House,House,54 Ludo Circuit,Truganina,VIC,3029.0,-37.8239124,144.7255568,230.74173667814472,SW
15347237,525.0,2281.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,606/565 Flinders Street,Melbourne,VIC,3000.0,-37.8210551,144.9559054,229.8233819681646,SW
15348236,250.0,252.0,,1.0,1.0,Any,Car Space,Carpark 403/135 Abeckett Street,Melbourne,VIC,3000.0,-37.8097879,144.9596466,229.8882698594251,SW
15348530,625.0,2716.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,705/144 Clarendon Street,South Melbourne,VIC,3205.0,-37.8344404,144.9612891,229.7054663536479,SW
